date,phc_id,medicine_id,medicine_name,stock_quantity,daily_demand,received_quantity,expired_quantity,population,rolling_mean,rolling_std,z_score,anomaly_score,is_anomaly,anomaly_type
2026-06-12,PHC002,M007,Iron Tablets,879,21,0,0,18000,36.857142857142854,3.023715784073921,-5.2442570630028476,5.2442570630028476,True,DEMAND_DROP
2026-06-29,PHC002,M007,Iron Tablets,830,52,0,1,18000,36.0,2.8284271247463084,5.656854249492143,5.656854249492143,True,DEMAND_SPIKE
2026-01-27,PHC002,M008,Antacid,1156,29,0,2,18000,38.42857142857143,3.309438162646498,-2.8489945921913136,2.8489945921913136,True,DEMAND_DROP
2026-02-05,PHC002,M008,Antacid,1365,25,0,1,18000,38.42857142857143,4.720774754816667,-2.8445694035433666,2.8445694035433666,True,DEMAND_DROP
2026-02-23,PHC002,M008,Antacid,1209,36,0,0,18000,29.857142857142858,2.3401261667248807,2.625011091369645,2.625011091369645,True,DEMAND_SPIKE
2026-03-30,PHC002,M008,Antacid,831,43,0,1,18000,30.142857142857142,3.97611918955203,3.233590907165791,3.233590907165791,True,DEMAND_SPIKE
2026-04-07,PHC002,M008,Antacid,930,24,0,1,18000,36.57142857142857,4.237025012007964,-2.9670413877190818,2.9670413877190818,True,DEMAND_DROP
2026-04-11,PHC002,M008,Antacid,732,71,0,1,18000,36.0,6.7577116442377765,5.179268048503387,5.179268048503387,True,DEMAND_SPIKE
2026-05-06,PHC002,M008,Antacid,1282,53,0,2,18000,38.714285714285715,4.191828786034644,3.4079908829549748,3.4079908829549748,True,DEMAND_SPIKE
2026-05-24,PHC002,M008,Antacid,1156,24,0,1,18000,36.142857142857146,3.1320159337915094,-3.8770100151302316,3.8770100151302316,True,DEMAND_DROP
2026-06-04,PHC002,M008,Antacid,1364,73,0,3,18000,32.285714285714285,2.984084768360645,13.643810037156808,13.643810037156808,True,DEMAND_SPIKE
2026-01-29,PHC003,M001,Paracetamol,1116,178,0,0,9500,47.57142857142857,5.71130874835598,22.836897316419073,22.836897316419073,True,DEMAND_SPIKE
2026-02-07,PHC003,M001,Paracetamol,1644,34,0,1,9500,51.285714285714285,6.626066850308763,-2.6087443239285766,2.6087443239285766,True,DEMAND_DROP
2026-03-04,PHC003,M001,Paracetamol,1889,31,0,1,9500,40.0,2.9999999999997633,-3.0000000000002367,3.0000000000002367,True,DEMAND_DROP
2026-03-05,PHC003,M001,Paracetamol,1860,28,0,1,9500,39.285714285714285,4.386125310350106,-2.573048758794683,2.573048758794683,True,DEMAND_DROP
2026-03-29,PHC003,M001,Paracetamol,1336,58,0,4,9500,43.857142857142854,4.56174569759454,3.1003168699901082,3.1003168699901082,True,DEMAND_SPIKE
2026-04-09,PHC003,M001,Paracetamol,1522,148,0,1,9500,50.714285714285715,3.683941988064811,26.408047303920448,26.408047303920448,True,DEMAND_SPIKE
2026-04-28,PHC003,M001,Paracetamol,817,154,0,0,9500,52.857142857142854,7.448234050846452,13.579441308153145,13.579441308153145,True,DEMAND_SPIKE
2026-05-06,PHC003,M001,Paracetamol,958,55,0,1,9500,48.142857142857146,2.340126166724557,2.9302449392037286,2.9302449392037286,True,DEMAND_SPIKE
2026-05-08,PHC003,M001,Paracetamol,847,58,0,2,9500,49.42857142857143,3.2586880211284543,2.630331138130971,2.630331138130971,True,DEMAND_SPIKE
2026-05-16,PHC003,M001,Paracetamol,1104,64,0,1,9500,50.714285714285715,2.4976179127507994,5.319354180592743,5.319354180592743,True,DEMAND_SPIKE
2026-05-30,PHC003,M001,Paracetamol,490,49,0,0,9500,38.857142857142854,3.57903950935475,2.8339606523890426,2.8339606523890426,True,DEMAND_SPIKE
2026-06-24,PHC003,M001,Paracetamol,472,50,0,1,9500,45.285714285714285,1.3801311186841458,3.4158245187460468,3.4158245187460468,True,DEMAND_SPIKE
2026-06-26,PHC003,M001,Paracetamol,370,53,0,1,9500,46.285714285714285,2.360387377407997,2.8445694035437725,2.8445694035437725,True,DEMAND_SPIKE
2026-06-28,PHC003,M001,Paracetamol,266,57,0,2,9500,47.0,3.5590260840102155,2.809757434745257,2.809757434745257,True,DEMAND_SPIKE
2026-06-29,PHC003,M001,Paracetamol,1306,61,1102,1,9500,49.0,4.690415759823262,2.558408596267417,2.558408596267417,True,DEMAND_SPIKE
2026-01-14,PHC003,M002,ORS,908,40,0,0,9500,29.857142857142858,3.2366943748507486,3.1337086447418603,3.1337086447418603,True,DEMAND_SPIKE
2026-01-22,PHC003,M002,ORS,1001,20,0,1,9500,28.857142857142858,3.132015933791493,-2.827936716918536,2.827936716918536,True,DEMAND_DROP
2026-02-01,PHC003,M002,ORS,1261,34,558,1,9500,28.428571428571427,2.1491969707422345,2.592330366771574,2.592330366771574,True,DEMAND_SPIKE
2026-02-04,PHC003,M002,ORS,1171,17,0,1,9500,31.142857142857142,3.484660262185848,-4.058604305369399,4.058604305369399,True,DEMAND_DROP
2026-02-17,PHC003,M002,ORS,1319,14,0,1,9500,27.428571428571427,5.28700113035556,-2.5399221784672346,2.5399221784672346,True,DEMAND_DROP
2026-03-08,PHC003,M002,ORS,1300,16,0,1,9500,25.857142857142858,3.023715784073814,-3.259943579704589,3.259943579704589,True,DEMAND_DROP
2026-03-15,PHC003,M002,ORS,1723,38,615,0,9500,24.0,4.082482904638624,3.429285639896454,3.429285639896454,True,DEMAND_SPIKE
2026-03-16,PHC003,M002,ORS,1711,11,0,1,9500,27.142857142857142,5.209880722517277,-3.0985080086550116,3.0985080086550116,True,DEMAND_DROP
2026-04-16,PHC003,M002,ORS,1824,23,0,3,9500,30.714285714285715,3.039423504234838,-2.5380752973507565,2.5380752973507565,True,DEMAND_DROP
2026-05-02,PHC003,M002,ORS,1816,22,0,0,9500,31.571428571428573,3.4572215654165013,-2.7685320105526636,2.7685320105526636,True,DEMAND_DROP
2026-06-29,PHC003,M002,ORS,1381,39,0,0,9500,27.285714285714285,4.231401884099627,2.7684171901290164,2.7684171901290164,True,DEMAND_SPIKE
2026-01-17,PHC003,M003,Amoxicillin,904,26,0,0,9500,18.571428571428573,2.760262237369416,2.6912556814351816,2.6912556814351816,True,DEMAND_SPIKE
2026-01-20,PHC003,M003,Amoxicillin,851,13,0,0,9500,20.714285714285715,2.9277002188456005,-2.6349301969610393,2.6349301969610393,True,DEMAND_DROP
2026-01-25,PHC003,M003,Amoxicillin,754,25,0,0,9500,17.571428571428573,2.760262237369414,2.691255681435184,2.691255681435184,True,DEMAND_SPIKE
2026-02-05,PHC003,M003,Amoxicillin,716,28,0,1,9500,19.857142857142858,2.4102953780654865,3.3783648331901275,3.3783648331901275,True,DEMAND_SPIKE
2026-02-15,PHC003,M003,Amoxicillin,796,24,291,0,9500,18.428571428571427,2.2253945610567496,2.5035688811888384,2.5035688811888384,True,DEMAND_SPIKE
2026-02-22,PHC003,M003,Amoxicillin,663,8,0,1,9500,20.428571428571427,3.10145895008263,-4.007330623621603,4.007330623621603,True,DEMAND_DROP
2026-04-01,PHC003,M003,Amoxicillin,702,25,259,1,9500,18.428571428571427,2.3704530408864093,2.772224742731561,2.772224742731561,True,DEMAND_SPIKE
2026-04-06,PHC003,M003,Amoxicillin,595,15,0,0,9500,22.285714285714285,1.976047040118702,-3.6870145992458907,3.6870145992458907,True,DEMAND_DROP
2026-05-18,PHC003,M003,Amoxicillin,672,15,0,0,9500,21.714285714285715,2.56347977784663,-2.6192075991041515,2.6192075991041515,True,DEMAND_DROP
2026-06-09,PHC003,M003,Amoxicillin,456,26,0,0,9500,17.285714285714285,2.690370836538231,3.239064888726868,3.239064888726868,True,DEMAND_SPIKE
2026-06-16,PHC003,M003,Amoxicillin,755,42,0,2,9500,21.428571428571427,5.411627692821668,3.8013384769088687,3.8013384769088687,True,DEMAND_SPIKE
2026-02-07,PHC003,M004,Cetirizine,1308,30,0,1,9500,16.285714285714285,3.4503277967117607,3.9747776218119726,3.9747776218119726,True,DEMAND_SPIKE
2026-03-17,PHC003,M004,Cetirizine,1576,26,0,1,9500,15.285714285714286,2.058663459163537,5.204486273166316,5.204486273166316,True,DEMAND_SPIKE
2026-03-26,PHC003,M004,Cetirizine,1444,16,0,2,9500,13.142857142857142,1.0690449676496516,2.672612419124359,2.672612419124359,True,DEMAND_SPIKE
2026-03-27,PHC003,M004,Cetirizine,1423,18,0,3,9500,13.571428571428571,1.5118578920368781,2.929224665821571,2.929224665821571,True,DEMAND_SPIKE
2026-03-31,PHC003,M004,Cetirizine,1343,25,0,0,9500,15.714285714285714,3.0394235042348354,3.055090635699987,3.055090635699987,True,DEMAND_SPIKE
2026-04-04,PHC003,M004,Cetirizine,1503,53,0,1,9500,18.0,4.16333199893226,8.406728074767086,8.406728074767086,True,DEMAND_SPIKE
2026-04-16,PHC003,M004,Cetirizine,1512,12,0,1,9500,19.857142857142858,2.9680841985233073,-2.647210231115402,2.647210231115402,True,DEMAND_DROP
2026-04-18,PHC003,M004,Cetirizine,1463,30,0,1,9500,18.142857142857142,3.8047589248453546,3.1163979351529596,3.1163979351529596,True,DEMAND_SPIKE
2026-04-29,PHC003,M004,Cetirizine,1223,49,0,1,9500,18.285714285714285,4.231401884099618,7.258654827777313,7.258654827777313,True,DEMAND_SPIKE
2026-05-10,PHC003,M004,Cetirizine,1335,28,0,0,9500,17.714285714285715,2.9840847683606175,3.446857272544909,3.446857272544909,True,DEMAND_SPIKE
2026-05-20,PHC003,M004,Cetirizine,1410,26,0,3,9500,16.142857142857142,1.9518001458970484,5.050282877508706,5.050282877508706,True,DEMAND_SPIKE
2026-05-28,PHC003,M004,Cetirizine,1221,52,0,0,9500,18.428571428571427,5.255382728122431,6.388008316079864,6.388008316079864,True,DEMAND_SPIKE
2026-06-05,PHC003,M004,Cetirizine,1340,7,0,0,9500,14.714285714285714,2.6276913640612025,-2.935765523985654,2.935765523985654,True,DEMAND_DROP
2026-06-24,PHC003,M004,Cetirizine,1220,9,0,1,9500,18.571428571428573,3.7352886036263584,-2.5624334789382193,2.5624334789382193,True,DEMAND_DROP
2026-06-26,PHC003,M004,Cetirizine,1178,26,0,2,9500,15.428571428571429,3.9940431835898917,2.6467987664386867,2.6467987664386867,True,DEMAND_SPIKE
2026-01-09,PHC003,M005,Ibuprofen,880,16,0,0,9500,25.142857142857142,3.2366943748507486,-2.824751454415198,2.824751454415198,True,DEMAND_DROP
2026-01-15,PHC003,M005,Ibuprofen,1222,32,490,0,9500,21.714285714285715,2.751622897751172,3.7380537478883915,3.7380537478883915,True,DEMAND_SPIKE
2026-01-21,PHC003,M005,Ibuprofen,1030,47,0,5,9500,27.142857142857142,5.367450401216935,3.6995484583594376,3.6995484583594376,True,DEMAND_SPIKE
2026-01-30,PHC003,M005,Ibuprofen,733,88,0,0,9500,24.714285714285715,2.288688541085287,27.651518828203884,27.651518828203884,True,DEMAND_SPIKE
2026-02-21,PHC003,M005,Ibuprofen,881,18,0,0,9500,23.142857142857142,1.5735915849387858,-3.2682286764117414,3.2682286764117414,True,DEMAND_DROP
2026-02-23,PHC003,M005,Ibuprofen,839,15,0,0,9500,22.571428571428573,2.878491668515638,-2.6303458350230207,2.6303458350230207,True,DEMAND_DROP
2026-03-12,PHC003,M005,Ibuprofen,791,29,0,1,9500,21.142857142857142,3.0783421635987853,2.552394256250364,2.552394256250364,True,DEMAND_SPIKE
2026-03-20,PHC003,M005,Ibuprofen,1086,15,0,1,9500,25.857142857142858,3.078342163598837,-3.5269447904549893,3.5269447904549893,True,DEMAND_DROP
2026-03-30,PHC003,M005,Ibuprofen,804,64,0,2,9500,23.714285714285715,5.90802521192671,6.818812181841792,6.818812181841792,True,DEMAND_SPIKE
2026-04-26,PHC003,M005,Ibuprofen,819,14,0,0,9500,27.142857142857142,4.220133150686551,-3.114322859864979,3.114322859864979,True,DEMAND_DROP
2026-05-13,PHC003,M005,Ibuprofen,878,16,0,0,9500,26.285714285714285,3.5923198500080242,-2.8632512457629042,2.8632512457629042,True,DEMAND_DROP
2026-05-19,PHC003,M005,Ibuprofen,1017,35,0,2,9500,21.0,3.55902608401037,3.9336604086431888,3.9336604086431888,True,DEMAND_SPIKE
2026-05-28,PHC003,M005,Ibuprofen,770,21,0,0,9500,28.142857142857142,2.410295378065443,-2.9634779238510425,2.9634779238510425,True,DEMAND_DROP
2026-06-01,PHC003,M005,Ibuprofen,919,16,242,0,9500,25.428571428571427,2.370453040886348,-3.977539848267124,3.977539848267124,True,DEMAND_DROP
2026-06-12,PHC003,M005,Ibuprofen,651,53,0,1,9500,22.285714285714285,4.270608298368609,7.192016586025627,7.192016586025627,True,DEMAND_SPIKE
2026-06-18,PHC003,M005,Ibuprofen,776,67,0,1,9500,26.285714285714285,12.65851868261429,3.2163546726999206,3.2163546726999206,True,DEMAND_SPIKE
2026-06-27,PHC003,M005,Ibuprofen,547,34,0,1,9500,22.857142857142858,2.609506430251413,4.270101431320706,4.270101431320706,True,DEMAND_SPIKE
2026-01-18,PHC003,M006,Azithromycin,1318,7,0,1,9500,14.285714285714286,2.6276913640612216,-2.7726674393197643,2.7726674393197643,True,DEMAND_DROP
2026-02-08,PHC003,M006,Azithromycin,1222,20,0,0,9500,10.571428571428571,3.359421718944244,2.8066054867129093,2.8066054867129093,True,DEMAND_SPIKE
2026-02-21,PHC003,M006,Azithromycin,1190,15,0,0,9500,7.571428571428571,1.3972762620115489,5.316465777409757,5.316465777409757,True,DEMAND_SPIKE
2026-02-25,PHC003,M006,Azithromycin,1130,29,0,1,9500,9.285714285714286,3.0937725468153894,6.3722479322466175,6.3722479322466175,True,DEMAND_SPIKE
2026-03-08,PHC003,M006,Azithromycin,1158,2,0,1,9500,10.285714285714286,3.1997023671109224,-2.589526566871165,2.589526566871165,True,DEMAND_DROP
2026-03-20,PHC003,M006,Azithromycin,1174,17,0,2,9500,10.142857142857142,2.115700942049816,3.241073783565674,3.241073783565674,True,DEMAND_SPIKE
2026-03-30,PHC003,M006,Azithromycin,1055,14,0,0,9500,11.142857142857142,0.6900655593423521,4.140393356054139,4.140393356054139,True,DEMAND_SPIKE
2026-03-31,PHC003,M006,Azithromycin,1037,17,0,1,9500,11.714285714285714,1.1126972805283728,4.750361466871137,4.750361466871137,True,DEMAND_SPIKE
2026-04-03,PHC003,M006,Azithromycin,1153,44,0,2,9500,12.714285714285714,2.360387377408329,13.254482965446776,13.254482965446776,True,DEMAND_SPIKE
2026-04-12,PHC003,M006,Azithromycin,1027,26,0,1,9500,10.714285714285714,3.545621041711684,4.311152857535772,4.311152857535772,True,DEMAND_SPIKE
2026-05-02,PHC003,M006,Azithromycin,1270,7,0,2,9500,15.0,3.0000000000000004,-2.666666666666666,2.666666666666666,True,DEMAND_DROP
2026-05-11,PHC003,M006,Azithromycin,1099,50,0,1,9500,14.142857142857142,2.8535691936340313,12.565716975476123,12.565716975476123,True,DEMAND_SPIKE
2026-06-03,PHC003,M006,Azithromycin,1146,19,0,4,9500,10.571428571428571,2.0701966780270733,4.071386800119869,4.071386800119869,True,DEMAND_SPIKE
2026-06-16,PHC003,M006,Azithromycin,1232,5,0,2,9500,10.142857142857142,1.9518001458970742,-2.6349301969610286,2.6349301969610286,True,DEMAND_DROP
2026-01-15,PHC003,M007,Iron Tablets,1160,13,256,0,9500,21.0,2.768874620972698,-2.889260474058454,2.889260474058454,True,DEMAND_DROP
2026-02-27,PHC003,M007,Iron Tablets,885,24,0,0,9500,14.428571428571429,2.3704530408864204,4.0378056035437755,4.0378056035437755,True,DEMAND_SPIKE
2026-03-13,PHC003,M007,Iron Tablets,881,10,0,0,9500,17.0,2.581988897471618,-2.711088342345185,2.711088342345185,True,DEMAND_DROP
2026-03-19,PHC003,M007,Iron Tablets,922,51,0,1,9500,15.142857142857142,3.76069902316806,9.534701563789689,9.534701563789689,True,DEMAND_SPIKE
2026-04-03,PHC003,M007,Iron Tablets,1047,29,0,1,9500,20.285714285714285,3.3523268393901016,2.599473778001649,2.599473778001649,True,DEMAND_SPIKE
2026-04-15,PHC003,M007,Iron Tablets,1304,30,507,0,9500,18.428571428571427,3.598941643369756,3.2152309534516457,3.2152309534516457,True,DEMAND_SPIKE
2026-05-11,PHC003,M007,Iron Tablets,1213,14,0,1,9500,21.142857142857142,1.2149857925878802,-5.878963512522306,5.878963512522306,True,DEMAND_DROP
2026-05-13,PHC003,M007,Iron Tablets,1156,32,0,1,9500,20.0,2.886751345948125,4.156921938165311,4.156921938165311,True,DEMAND_SPIKE
2026-05-15,PHC003,M007,Iron Tablets,1760,43,662,1,9500,20.571428571428573,6.106202935189285,3.67307992653149,3.67307992653149,True,DEMAND_SPIKE
2026-06-18,PHC003,M007,Iron Tablets,1799,24,0,2,9500,18.285714285714285,1.7994708216849136,3.175536744149711,3.175536744149711,True,DEMAND_SPIKE
2026-01-15,PHC003,M008,Antacid,1023,24,359,0,9500,17.142857142857142,1.6761634196950503,4.090975126035383,4.090975126035383,True,DEMAND_SPIKE
2026-02-06,PHC003,M008,Antacid,1002,47,0,1,9500,19.714285714285715,5.023753102820166,5.431340618709347,5.431340618709347,True,DEMAND_SPIKE
2026-03-30,PHC003,M008,Antacid,630,32,0,1,9500,19.857142857142858,2.5448360411213984,4.771567577102655,4.771567577102655,True,DEMAND_SPIKE
2026-04-12,PHC003,M008,Antacid,771,13,0,0,9500,23.714285714285715,2.1380899352993814,-5.01114828585799,5.01114828585799,True,DEMAND_DROP
2026-04-14,PHC003,M008,Antacid,743,9,0,0,9500,21.714285714285715,4.820590756130949,-2.6374953522273934,2.6374953522273934,True,DEMAND_DROP
2026-04-26,PHC003,M008,Antacid,906,30,0,1,9500,19.714285714285715,2.870208222079914,3.5836125778570445,3.5836125778570445,True,DEMAND_SPIKE
2026-05-06,PHC003,M008,Antacid,992,31,0,0,9500,21.285714285714285,1.3801311186846839,7.038668705292139,7.038668705292139,True,DEMAND_SPIKE
2026-05-16,PHC003,M008,Antacid,1066,75,0,0,9500,21.571428571428573,3.1014589500826153,17.22691555441939,17.22691555441939,True,DEMAND_SPIKE
2026-06-30,PHC003,M008,Antacid,922,27,0,0,9500,18.428571428571427,2.9920529661723774,2.8647315633565418,2.8647315633565418,True,DEMAND_SPIKE
2026-01-19,PHC004,M001,Paracetamol,3049,93,0,2,22000,124.71428571428571,9.357960705807006,-3.3890167645826583,3.3890167645826583,True,DEMAND_DROP
2026-01-30,PHC004,M001,Paracetamol,1657,107,0,2,22000,129.28571428571428,8.420496535523379,-2.6466033436030743,2.6466033436030743,True,DEMAND_DROP
2026-02-01,PHC004,M001,Paracetamol,5147,268,3891,1,22000,124.42857142857143,10.485818086939167,13.69196255180671,13.69196255180671,True,DEMAND_SPIKE
2026-02-24,PHC004,M001,Paracetamol,3632,75,0,2,22000,107.0,5.322906474223669,-6.01175319441755,6.01175319441755,True,DEMAND_DROP
2026-03-15,PHC004,M001,Paracetamol,4597,119,1198,4,22000,103.57142857142857,4.353433237386282,3.5440009269177284,3.5440009269177284,True,DEMAND_SPIKE
2026-03-26,PHC004,M001,Paracetamol,3445,116,0,4,22000,99.14285714285714,5.84318895320489,2.884921742586641,2.884921742586641,True,DEMAND_SPIKE
2026-04-15,PHC004,M001,Paracetamol,5610,155,2365,4,22000,124.28571428571429,11.926361357853239,2.5753274441966365,2.5753274441966365,True,DEMAND_SPIKE
2026-04-27,PHC004,M001,Paracetamol,4009,120,0,2,22000,138.0,6.3770421565697415,-2.8226252168422756,2.8226252168422756,True,DEMAND_DROP
2026-04-29,PHC004,M001,Paracetamol,3749,109,0,4,22000,138.14285714285714,9.191092996819885,-3.1707716539197848,3.1707716539197848,True,DEMAND_DROP
2026-05-09,PHC004,M001,Paracetamol,4364,104,0,5,22000,130.57142857142858,10.179344164485647,-2.6103281451208518,2.6103281451208518,True,DEMAND_DROP
2026-05-11,PHC004,M001,Paracetamol,3883,343,0,2,22000,123.71428571428571,10.796824930109242,20.31020375945797,20.31020375945797,True,DEMAND_SPIKE
2026-05-28,PHC004,M001,Paracetamol,3542,83,0,2,22000,111.85714285714286,9.388442743227282,-3.0736878997275756,3.0736878997275756,True,DEMAND_DROP
2026-06-05,PHC004,M001,Paracetamol,4037,129,0,2,22000,108.0,5.916079783099588,3.5496478698597866,3.5496478698597866,True,DEMAND_SPIKE
2026-06-14,PHC004,M001,Paracetamol,3012,137,0,3,22000,105.14285714285714,8.132825901422985,3.9171062117005206,3.9171062117005206,True,DEMAND_SPIKE
2026-06-26,PHC004,M001,Paracetamol,3390,131,0,3,22000,117.85714285714286,2.968084198523386,4.428060750229281,4.428060750229281,True,DEMAND_SPIKE
2026-02-05,PHC004,M002,ORS,1470,211,0,1,22000,82.28571428571429,5.736267244886858,22.438683593240516,22.438683593240516,True,DEMAND_SPIKE
2026-02-13,PHC004,M002,ORS,837,58,0,2,22000,80.42857142857143,8.772250620700474,-2.5567636400680587,2.5567636400680587,True,DEMAND_DROP
2026-03-05,PHC004,M002,ORS,1719,56,0,2,22000,69.85714285714286,4.598136268408767,-3.013643365105895,3.013643365105895,True,DEMAND_DROP
2026-04-09,PHC004,M002,ORS,1680,97,0,2,22000,72.57142857142857,5.711308748355917,4.277228303513367,4.277228303513367,True,DEMAND_SPIKE
2026-04-17,PHC004,M002,ORS,2016,109,0,1,22000,78.0,9.539392014169454,3.2496829938379475,3.2496829938379475,True,DEMAND_SPIKE
2026-04-30,PHC004,M002,ORS,985,65,0,0,22000,79.0,4.582575694955863,-3.055050463303878,3.055050463303878,True,DEMAND_DROP
2026-05-05,PHC004,M002,ORS,1373,101,0,1,22000,77.0,7.745966692414834,3.0983866769659336,3.0983866769659336,True,DEMAND_SPIKE
2026-05-29,PHC004,M002,ORS,744,56,0,0,22000,73.14285714285714,6.593647736737971,-2.5999049126239955,2.5999049126239955,True,DEMAND_DROP
2026-06-04,PHC004,M002,ORS,1359,84,0,4,22000,62.857142857142854,6.362090102803335,3.3232564772292275,3.3232564772292275,True,DEMAND_SPIKE
2026-06-27,PHC004,M002,ORS,501,87,0,1,22000,70.14285714285714,5.1130086194779665,3.296912661740038,3.296912661740038,True,DEMAND_SPIKE
2026-01-10,PHC004,M003,Amoxicillin,682,46,0,1,22000,36.42857142857143,3.3094381626464857,2.892161176921495,2.892161176921495,True,DEMAND_SPIKE
2026-01-13,PHC004,M003,Amoxicillin,575,28,0,0,22000,39.57142857142857,4.117326918327101,-2.8104225875097923,2.8104225875097923,True,DEMAND_DROP
2026-02-01,PHC004,M003,Amoxicillin,3371,173,3381,0,22000,38.714285714285715,5.313952882562588,25.27039987997723,25.27039987997723,True,DEMAND_SPIKE
2026-03-23,PHC004,M003,Amoxicillin,3071,46,0,3,22000,30.571428571428573,4.0766466144428914,3.7846232179925834,3.7846232179925834,True,DEMAND_SPIKE
2026-04-03,PHC004,M003,Amoxicillin,3155,45,0,3,22000,30.714285714285715,5.154748157905449,2.771369977368411,2.771369977368411,True,DEMAND_SPIKE
2026-04-06,PHC004,M003,Amoxicillin,3038,52,0,2,22000,34.0,6.2182527020592895,2.894703844062009,2.894703844062009,True,DEMAND_SPIKE
2026-04-30,PHC004,M003,Amoxicillin,2611,29,0,3,22000,46.285714285714285,4.85504156227623,-3.560363812335744,3.560363812335744,True,DEMAND_DROP
2026-05-02,PHC004,M003,Amoxicillin,3073,62,0,2,22000,42.714285714285715,7.064330251677286,2.7300131220698907,2.7300131220698907,True,DEMAND_SPIKE
2026-05-14,PHC004,M003,Amoxicillin,2571,84,0,0,22000,34.0,10.214368964029743,4.895064998736265,4.895064998736265,True,DEMAND_SPIKE
2026-05-30,PHC004,M003,Amoxicillin,2528,19,0,5,22000,33.285714285714285,5.186980037050685,-2.754148692239258,2.754148692239258,True,DEMAND_DROP
2026-06-10,PHC004,M003,Amoxicillin,2658,45,0,5,22000,29.428571428571427,4.503966505838426,3.457270064340744,3.457270064340744,True,DEMAND_SPIKE
2026-01-12,PHC004,M004,Cetirizine,503,76,0,0,22000,30.428571428571427,7.721337165222591,5.902012513672537,5.902012513672537,True,DEMAND_SPIKE
2026-01-25,PHC004,M004,Cetirizine,448,50,0,0,22000,37.42857142857143,3.505098327538667,3.586612242132567,3.586612242132567,True,DEMAND_SPIKE
2026-02-10,PHC004,M004,Cetirizine,412,23,0,0,22000,35.0,3.4641016151377606,-3.4641016151377486,3.4641016151377486,True,DEMAND_DROP
2026-02-21,PHC004,M004,Cetirizine,586,36,0,2,22000,29.0,2.4494897427831486,2.8577380332470756,2.8577380332470756,True,DEMAND_SPIKE
2026-03-04,PHC004,M004,Cetirizine,602,39,0,1,22000,28.0,3.9999999999999822,2.7500000000000124,2.7500000000000124,True,DEMAND_SPIKE
2026-03-10,PHC004,M004,Cetirizine,405,46,0,0,22000,30.142857142857142,6.25642526870233,2.5345372438903677,2.5345372438903677,True,DEMAND_SPIKE
2026-03-20,PHC004,M004,Cetirizine,454,37,0,1,22000,27.857142857142858,2.9680841985232895,3.0803900871161223,3.0803900871161223,True,DEMAND_SPIKE
2026-03-25,PHC004,M004,Cetirizine,1406,117,1201,0,22000,31.571428571428573,5.126959555693241,16.662618556003064,16.662618556003064,True,DEMAND_SPIKE
2026-04-04,PHC004,M004,Cetirizine,1588,49,0,1,22000,33.0,2.0816659994662055,7.686151382643914,7.686151382643914,True,DEMAND_SPIKE
2026-04-16,PHC004,M004,Cetirizine,1657,28,0,1,22000,35.714285714285715,1.9760470401188142,-3.9038978109660167,3.9038978109660167,True,DEMAND_DROP
2026-04-18,PHC004,M004,Cetirizine,1595,26,0,0,22000,34.0,2.943920288776001,-2.7174648819469818,2.7174648819469818,True,DEMAND_DROP
2026-05-09,PHC004,M004,Cetirizine,1273,45,0,1,22000,35.285714285714285,2.8702082220799934,3.3845229901982266,3.3845229901982266,True,DEMAND_SPIKE
2026-05-21,PHC004,M004,Cetirizine,1597,24,0,0,22000,34.285714285714285,3.988077469754326,-2.579115968463849,2.579115968463849,True,DEMAND_DROP
2026-05-31,PHC004,M004,Cetirizine,1252,44,0,1,22000,32.142857142857146,3.023715784073809,3.9213814074707427,3.9213814074707427,True,DEMAND_SPIKE
2026-06-20,PHC004,M004,Cetirizine,1487,93,0,1,22000,29.285714285714285,3.545621041711628,17.96985209776621,17.96985209776621,True,DEMAND_SPIKE
2026-01-16,PHC004,M005,Ibuprofen,1667,33,0,0,22000,51.857142857142854,7.0575862594461976,-2.671896901281736,2.671896901281736,True,DEMAND_DROP
2026-02-05,PHC004,M005,Ibuprofen,1343,198,0,0,22000,45.857142857142854,8.275034167675127,18.38576784820717,18.38576784820717,True,DEMAND_SPIKE
2026-02-15,PHC004,M005,Ibuprofen,1278,37,407,0,22000,46.857142857142854,3.9339789623472696,-2.5056419852488068,2.5056419852488068,True,DEMAND_DROP
2026-02-28,PHC004,M005,Ibuprofen,714,63,0,0,22000,38.42857142857143,2.439750182371442,10.071288752828412,10.071288752828412,True,DEMAND_SPIKE
2026-03-11,PHC004,M005,Ibuprofen,3298,159,2749,0,22000,42.42857142857143,3.0472470011002963,38.25467004458027,38.25467004458027,True,DEMAND_SPIKE
2026-03-29,PHC004,M005,Ibuprofen,3044,53,0,3,22000,43.42857142857143,3.3094381626465847,2.8921611769214084,2.8921611769214084,True,DEMAND_SPIKE
2026-04-25,PHC004,M005,Ibuprofen,3043,41,0,4,22000,54.714285714285715,4.990467102863422,-2.7480966073129216,2.7480966073129216,True,DEMAND_DROP
2026-04-28,PHC004,M005,Ibuprofen,2860,67,0,4,22000,51.285714285714285,5.089672082242839,3.087484902831104,3.087484902831104,True,DEMAND_SPIKE
2026-05-20,PHC004,M005,Ibuprofen,2897,44,0,1,22000,49.857142857142854,2.1930626551751975,-2.6707594711537976,2.6707594711537976,True,DEMAND_DROP
2026-05-26,PHC004,M005,Ibuprofen,2599,40,0,4,22000,47.57142857142857,2.699206232527387,-2.805057457332226,2.805057457332226,True,DEMAND_DROP
